logger_ID;TAXON;GENUS;SPECIES;COVER;NOTES;AUTHOR
953;Agrostis agrostiflora;agr;agr;+;;SD
953;Alchemilla vulgaris agg.;alc;spe;+;;SD
953;Avenella flexuosa;ave;fle;1;;SD
953;Carex sempervirens;car;sem;+;;SD
953;Homogyne alpina;hom;alp;1;;SD
953;Mutellina adonidifolia;mut;ado;+;;SD
953;Potentilla aurea;pot;aur;+;;SD
953;Ranunculus villarsii;ran;vil;+;;SD
953;Salix helvetica;sal;hel;2b;;SD
953;Vaccinium gaultherioides;vac;gau;3;;SD
953;Vaccinium myrtillus;vac;myr;3;;SD
954;Avenula versicolor;ave;ver;+;;KC
954;Carex curvula subsp. curvula;car;cur;+;;KC
954;Empetrum hermaphroditum;emp;her;2b;;KC
954;Hieracium alpinum s. lat.;hie;alp;+;;KC
954;Homogyne alpina;hom;alp;+;;KC
954;Loiseleuria procumbens;loi;pro;2b;;KC
954;Luzula alpino-pilosa;luz;alp1;+;;KC
954;Oreochloa disticha;ore;dis;+;;KC
954;Persicaria vivipara;per;viv;+;;KC
954;Phyteuma hemisphaericum;phy;hem;+;;KC
954;Rhododendron ferrugineum;rho;fer;1;;KC
954;Salix helvetica;sal;hel;1;;KC
954;Salix herbacea;sal;her;+;;KC
954;Scorzoneroides helvetica;sco;hel;+;;KC
954;Vaccinium gaultherioides;vac;gau;3;;KC
954;Vaccinium myrtillus;vac;myr;2b;;KC
955;Avenula versicolor;Ave;ver;1;;KC
955;Carex sempervirens;Car;sem;1;;KC
955;Hieracium alpinum s. lat.;Hie;alp;+;;KC
955;Homogyne alpina;Hom;alp;+;;KC
955;Huperzia selago;Hup;sel;+;;KC
955;Juncus trifidus;Jun;tri;1;;KC
955;Loiseleuria procumbens;Loi;pro;1;;KC
955;Luzula lutea;Luz;lut;+;;KC
955;Oreochloa disticha;Ore;dis;+;;KC
955;Persicaria vivipara;Per;viv;1;;KC
955;Phyteuma hemisphaericum;Phy;hem;+;;KC
955;Primula minima;Pri;min;2b;;KC
955;Salix herbacea;Sal;her;+;;KC
955;Scorzoneroides helvetica;Sco;hel;+;;KC
955;Vaccinium gaultherioides;Vac;gau;3;;KC
956;Agrostis rupestris;agr;rup;+;;DM
956;Alchemilla vulgaris agg.;alc;vul;+;;DM
956;Androsace alpina;and;alp;r;;DM
956;Arenaria biflora;are;bif;+;;DM
956;Campanula scheuchzeri;cam;sch;r;;DM
956;Cardamine resedifolia;car;res;+;;DM
956;Cerastium cerastoides;cer;cer;+;;DM
956;Euphrasia minima;eup;min;+;;DM
956;Festuca nigricans;fes;nig;+;;DM
956;Gnaphalium supinum;gna;sup;2a;;DM
956;Luzula luzuloides;luz;luz;2a;;DM
956;Myosotis alpestris;myo;alp;+;;DM
956;Persicaria vivipara;per;viv;+;;DM
956;Poa alpina;poa;alp;1;;DM
956;Primula minima;pri;min;+;;DM
956;Scorzoneroides helvetica;sco;hel;r;;DM
956;Sedum alpestre;sed;alp;r;;DM
956;Silene acaulis subsp. exscapa;sil;aca;+;;DM
956;Soldanella pusilla;sol;pus;2a;;DM
956;Taraxacum sp.;tar;alp;1;;DM
956;Veronica alpina;ver;alp;1;;DM
956;Veronica bellidioides;ver;bel;r;;DM
957;Agrostis alpina;agr;alp;+;;KC
957;Agrostis rupestris;agr;rup;+;;KC
957;Alchemilla vulgaris agg.;alc;vul;+;;KC
957;Campanula scheuchzeri;cam;sch;1;;KC
957;Coeloglossum viride;coe;vir;r;;KC
957;Deschampsia cespitosa subsp. cespitosa;des;ces;2a;;KC
957;Euphrasia minima;eup;min;+;;KC
957;Festuca halleri agg.;fes;hal;+;;KC
957;Gentiana acaulis;gen;aca;+;;KC
957;Gnaphalium supinum;gna;sup;+;;KC
957;Huperzia selago;hup;sel;+;;KC
957;Juncus trifidus;jun;tri;2b;;KC
957;Leucanthemopsis alpina;leu;alp;+;;KC
957;Luzula alpino-pilosa;luz;alp1;+;;KC
957;Mutellina adonidifolia;mut;ado;1;;KC
957;Persicaria vivipara;per;viv;+;;KC
957;Phyteuma hemisphaericum;phy;hem;+;;KC
957;Primula hirsuta;pri;hir;+;;KC
957;Primula minima;pri;min;+;;KC
957;Rhododendron ferrugineum;rho;fer;+;;KC
957;Salix herbacea;sal;her;1;;KC
957;Salix retusa s. str.;sal;ret;1;;KC
957;Scorzoneroides helvetica;sco;hel;+;;KC
957;Selaginella selaginoides;sel;sel;+;;KC
957;Sibbaldia procumbens;sib;pro;+;;KC
957;Silene acaulis subsp. exscapa;sil;aca;2b;;KC
957;Soldanella pusilla;sol;pus;1;;KC
957;Taraxacum sp.;tar;spe;1;;KC
957;Viola biflora;vio;bif;2a;;KC
958;Cardamine resedifolia;car;res;r;;NH
958;Cerastium uniflorum;cer;uni;r;;NH
958;Festuca halleri agg.;fes;hal;2a;;NH
958;Gnaphalium supinum;gna;sup;r;;NH
958;Leucanthemopsis alpina;leu;alp;1;;NH
958;Luzula alpino-pilosa;luz;alp1;1;;NH
958;Luzula spicata;luz;spi;+;;NH
958;Minuartia sedoides;min;sed;r;;NH
958;Persicaria vivipara;per;viv;+;;NH
958;Poa alpina;poa;alp;1;;NH
958;Sagina saginoides;sag;sag;r;;NH
958;Salix herbacea;sal;her;+;;NH
958;Saxifraga bryoides;sax;bry;1;;NH
958;Scorzoneroides helvetica;sco;hel;1;;NH
958;Sedum alpestre;sed;alp;+;;NH
958;Silene acaulis subsp. exscapa;sil;aca;r;;NH
958;Soldanella pusilla;sol;pus;+;;NH
958;Veronica alpina;ver;alp;r;;NH
960;Avenella flexuosa;ave;fle;+;;NH
960;Avenula versicolor;ave;ver;+;;NH
960;Campanula barbata subsp. barbata;cam;bar;+;;NH
960;Campanula scheuchzeri;cam;sch;+;;NH
960;Geum montanum;geu;mon;r;;NH
960;Homogyne alpina;hom;alp;+;;NH
960;Loiseleuria procumbens;loi;pro;2a;;NH
960;Luzula lutea;luz;lut;r;;NH
960;Nardus stricta;nar;str;+;;NH
960;Persicaria vivipara;per;viv;r;;NH
960;Potentilla aurea;pot;aur;+;;NH
960;Ranunculus villarsii;ran;vil;r;;NH
960;Rhododendron ferrugineum;rho;fer;2b;;NH
960;Scorzoneroides helvetica;sco;hel;+;;NH
960;Sempervivum montanum s. str.;sem;mon;+;;NH
960;Vaccinium gaultherioides;vac;gau;3;;NH
960;Vaccinium myrtillus;vac;myr;2b;;NH
961;Agrostis alpina;agr;alp;+;;HP
961;Agrostis rupestris;agr;rup;+;;HP
961;Alchemilla vulgaris agg.;alc;vul;1;;HP
961;Anthoxanthum alpinum;ant;alp;2a;;HP
961;Botrychium lunaria;bot;lun;r;;HP
961;Campanula scheuchzeri;cam;sch;+;;HP
961;Deschampsia cespitosa subsp. cespitosa;des;ces;2a;;HP
961;Festuca nigricans;fes;nig;+;;HP
961;Gentiana brachyphylla;gen;bra;+;;HP
961;Gnaphalium supinum;gna;sup;1;;HP
961;Homogyne alpina;hom;alp;2a;;HP
961;Luzula alpino-pilosa;luz;alp1;+;;HP
961;Mutellina adonidifolia;mut;ado;2a;;HP
961;Nardus stricta;nar;str;+;;HP
961;Persicaria vivipara;per;viv;+;;HP
961;Poa alpina;poa;alp;2a;;HP
961;Potentilla aurea;pot;aur;1;;HP
961;Salix herbacea;sal;her;1;;HP
961;Scorzoneroides helvetica;sco;hel;+;;HP
961;Selaginella selaginoides;sel;sel;+;;HP
961;Sibbaldia procumbens;sib;pro;1;;HP
961;Silene acaulis subsp. exscapa;sil;aca;2a;;HP
961;Veronica alpina;ver;alp;+;;HP
961;Viola biflora;vio;bif;1;;HP
962;Agrostis rupestris;agr;rup;2a;;HP
962;Cardamine resedifolia;car;res;+;;HP
962;Carex curvula subsp. curvula;car;cur;+;;HP
962;Euphrasia minima;eup;min;+;;HP
962;Festuca halleri agg.;fes;hal;+;;HP
962;Gnaphalium supinum;gna;sup;+;;HP
962;Oreochloa disticha;ore;dis;+;;HP
962;Persicaria vivipara;per;viv;1;;HP
962;Phyteuma hemisphaericum;phy;hem;+;;HP
962;Poa alpina;poa;alp;+;;HP
962;Potentilla aurea;pot;aur;+;;HP
962;Primula minima;pri;min;1;;HP
962;Rhododendron ferrugineum;rho;fer;r;;HP
962;Salix herbacea;sal;her;2a;;HP
962;Scorzoneroides helvetica;sco;hel;1;;HP
962;Sibbaldia procumbens;sib;pro;+;;HP
962;Silene acaulis subsp. exscapa;sil;aca;2b;;HP
962;Soldanella pusilla;sol;pus;2b;;HP
962;Veronica alpina;ver;alp;+;;HP
963;Agrostis alpina;Agr;alp;+;;KC
963;Anthoxanthum alpinum;Ant;alp;+;;KC
963;Astragalus frigidus;Ast;fri;+;;KC
963;Bartsia alpina;Bar;alp;+;;KC
963;Campanula scheuchzeri;Cam;sch;+;;KC
963;Carex sempervirens;Car;sem;1;;KC
963;Festuca nigricans;Fes;nig;+;;KC
963;Homogyne alpina;Hom;alp;+;;KC
963;Juncus jacquinii;Jun;jac;1;;KC
963;Juncus trifidus;Jun;tri;1;;KC
963;Leontodon hispidus;Leo;his;+;;KC
963;Luzula lutea;Luz;lut;+;;KC
963;Mutellina adonidifolia;Mut;ado;+;;KC
963;Potentilla aurea;Pot;aur;+;;KC
963;Primula minima;Pri;min;2a;;KC
963;Ranunculus villarsii;Ran;vil;+;;KC
963;Rhinanthus glacialis;Rhi;gla;+;;KC
963;Rhododendron ferrugineum;Rho;fer;2b;;KC
963;Salix reticulata;Sal;ret1;2a;;KC
963;Saussurea alpina;Sau;alp;+;;KC
963;Scorzoneroides helvetica;Sco;hel;1;;KC
963;Silene vulgaris;Sil;vul;+;;KC
963;Trollius europaeus;Tro;eur;+;;KC
963;Vaccinium gaultherioides;Vac;gau;3;;KC
963;Viola biflora;Vio;bif;1;;KC
964;Avenula versicolor;ave;ver;+;;KC
964;Calamagrostis villosa;cal;vil;2b;;KC
964;Campanula scheuchzeri;cam;sch;+;;KC
964;Carex sempervirens;car;sem;+;;KC
964;Gentiana punctata;gen;pun;+;;KC
964;Geranium sylvaticum;ger;syl;+;;KC
964;Homogyne alpina;hom;alp;+;;KC
964;Juncus trifidus;jun;tri;1;;KC
964;Juniperus communis subsp. nana;jun;com;+;;KC
964;Persicaria vivipara;per;viv;+;;KC
964;Peucedanum ostruthium;peu;ost;1;;KC
964;Rhododendron ferrugineum;rho;fer;2b;;KC
964;Salix helvetica;sal;hel;2a;;KC
964;Solidago virgaurea subsp. minuta;sol;vir;2a;;KC
964;Vaccinium gaultherioides;vac;gau;3;;KC
964;Vaccinium myrtillus;vac;myr;3;;KC
964;Vaccinium vitis-idaea;vac;vit;+;;KC
964;Viola biflora;vio;bif;1;;KC
965;Agrostis alpina;Agr;alp;+;;SD
965;Alchemilla vulgaris agg.;Alc;spe;+;;SD
965;Antennaria carpatica;Ant;car;+;;SD
965;Anthoxanthum alpinum;Ant;alp;+;;SD
965;Avenula versicolor;Ave;ver;+;;SD
965;Bellidiastrum michelii;Bel;mic;1;;SD
965;Calluna vulgaris;Cal;vul;+;;SD
965;Carex sempervirens;Car;sem;2a;;SD
965;Festuca nigricans;Fes;nig;2a;;SD
965;Gentiana acaulis;Gen;aca;+;;SD
965;Hieracium glanduliferum;Hie;gla;+;;SD
965;Homogyne alpina;Hom;alp;1;;SD
965;Huperzia selago;Hup;sel;r;;SD
965;Kobresia myosuroides;Kob;myo;+;;SD
965;Leontodon hispidus;Leo;his;+;;SD
965;Oxytropis campestris;Oxy;cam;+;;SD
965;Persicaria vivipara;Per;viv;+;;SD
965;Potentilla aurea;Pot;aur;+;;SD
965;Primula glutinosa;Pri;glu;r;;SD
965;Primula hirsuta;Pri;hir;r;;SD
965;Primula minima;Pri;min;+;;SD
965;Ranunculus villarsii;Ran;vil;+;;SD
965;Rhinanthus glacialis;Rhi;gla;+;;SD
965;Salix herbacea;Sal;her;+;;SD
965;Salix serpyllifolia;Sal;ser;1;;SD
965;Scorzoneroides helvetica;Sco;hel;1;;SD
965;Selaginella selaginoides;Sel;sel;+;;SD
965;Silene acaulis subsp. exscapa;Sil;aca;1;;SD
965;Soldanella pusilla;Sol;pus;+;;SD
965;Vaccinium gaultherioides;Vac;gau;2b;;SD
965;Vaccinium vitis-idaea;Vac;vit;+;;SD
965;Viola biflora;Vio;bif;+;;SD
966;Agrostis alpina;agr;alp;+;;NH
966;Anthoxanthum alpinum;ant;alp;+;;NH
966;Avenula versicolor;ave;ver;+;;NH
966;Bartsia alpina;bar;alp;r;;NH
966;Campanula scheuchzeri;cam;sch;+;;NH
966;Festuca nigricans;fes;nig;+;;NH
966;Hieracium alpinum s. lat.;hie;alp;+;;NH
966;Homogyne alpina;hom;alp;1;;NH
966;Loiseleuria procumbens;loi;pro;+;;NH
966;Mutellina adonidifolia;mut;ado;1;;NH
966;Nardus stricta;nar;str;1;;NH
966;Persicaria vivipara;per;viv;+;;NH
966;Phyteuma hemisphaericum;phy;hem;r;;NH
966;Pyrola minor;pyr;min;r;;NH
966;Ranunculus villarsii;ran;vil;+;;NH
966;Rhododendron ferrugineum;rho;fer;1;;NH
966;Salix herbacea;sal;her;+;;NH
966;Scorzoneroides helvetica;sco;hel;1;;NH
966;Soldanella pusilla;sol;pus;+;;NH
966;Vaccinium gaultherioides;vac;gau;2b;;NH
966;Vaccinium myrtillus;vac;myr;2b;;NH
967;Anthoxanthum alpinum;ant;alp;r;;DM
967;Avenula versicolor;ave;ver;r;;DM
967;Bartsia alpina;bar;alp;r;;DM
967;Campanula barbata subsp. barbata;cam;bar;r;;DM
967;Campanula scheuchzeri;cam;sch;r;;DM
967;Empetrum hermaphroditum;emp;her;3;;DM
967;Hieracium alpinum s. lat.;hie;alp;+;;DM
967;Homogyne alpina;hom;alp;+;;DM
967;Huperzia selago;hup;sel;+;;DM
967;Juncus trifidus;jun;tri;1;;DM
967;Luzula alpino-pilosa;luz;alp1;r;;DM
967;Phyteuma hemisphaericum;phy;hem;+;;DM
967;Poa alpina;poa;alp;r;;DM
967;Rhododendron ferrugineum;rho;fer;2b;;DM
967;Salix helvetica;sal;hel;2a;;DM
967;Salix herbacea;sal;her;3;;DM
967;Scorzoneroides helvetica;sco;hel;2a;;DM
967;Senecio incanus subsp. carniolicus;sen;inc;r;;DM
968;Agrostis rupestris;agr;rup;+;;KC
968;Anthoxanthum alpinum;ant;alp;2a;;KC
968;Carex curvula subsp. curvula;car;cur;1;;KC
968;Deschampsia cespitosa subsp. cespitosa;des;ces;2b;;KC
968;Festuca halleri agg.;fes;hal;+;;KC
968;Gnaphalium supinum;gna;sup;+;;KC
968;Homogyne alpina;hom;alp;1;;KC
968;Leucanthemopsis alpina;leu;alp;+;;KC
968;Mutellina adonidifolia;mut;ado;1;;KC
968;Nardus stricta;nar;str;2b;;KC
968;Persicaria vivipara;per;viv;+;;KC
968;Phleum alpinum agg.;phl;com;+;;KC
968;Phyteuma hemisphaericum;phy;hem;+;;KC
968;Poa alpina;poa;alp;+;;KC
968;Potentilla aurea;pot;aur;2a;;KC
968;Salix herbacea;sal;her;2b;;KC
968;Scorzoneroides helvetica;sco;hel;1;;KC
968;Selaginella selaginoides;sel;sel;+;;KC
968;Sibbaldia procumbens;sib;pro;+;;KC
968;Soldanella pusilla;sol;pus;1;;KC
968;Veronica alpina;ver;alp;+;;KC
969;Agrostis rupestris;agr;rup;+;;KH
969;Anthoxanthum alpinum;ant;alp;1;;KH
969;Campanula scheuchzeri;cam;sch;+;;KH
969;Cirsium spinosissimum;cir;spi;2b;;KH
969;Deschampsia cespitosa subsp. cespitosa;des;ces;2b;;KH
969;Dryopteris dilatata;dry;dil;+;22/09/01: corrected to D. dilatata;KH
969;Homogyne alpina;hom;alp;r;;KH
969;Luzula alpino-pilosa;luz;alp1;2a;;KH
969;Persicaria vivipara;per;viv;r;;KH
969;Poa alpina;poa;alp;+;;KH
969;Salix herbacea;sal;her;+;;KH
969;Salix retusa s. str.;sal;ret;1;;KH
969;Scorzoneroides helvetica;sco;hel;1;;KH
969;Soldanella pusilla;sol;pus;2a;;KH
969;Veronica alpina;ver;alp;+;;KH
970;Avenula versicolor;ave;ver;2b;;SD
970;Carex curvula subsp. curvula;car;cur;1;;SD
970;Hieracium glanduliferum;hie;gla;+;;SD
970;Juncus trifidus;jun;tri;+;;SD
970;Loiseleuria procumbens;loi;pro;3;;SD
970;Oreochloa disticha;ore;dis;1;;SD
970;Persicaria vivipara;per;viv;+;;SD
970;Primula minima;pri;min;+;;SD
970;Salix herbacea;sal;her;+;;SD
970;Scorzoneroides helvetica;sco;hel;+;;SD
970;Vaccinium gaultherioides;vac;gau;2b;;SD
970;Vaccinium myrtillus;vac;myr;2a;;SD
970;Vaccinium vitis-idaea;vac;vit;1;;SD
971;Agrostis alpina;Agr;alp;+;;KC
971;Antennaria carpatica;Ant;car;+;;KC
971;Anthoxanthum alpinum;Ant;alp;+;;KC
971;Avenula versicolor;Ave;ver;+;;KC
971;Campanula scheuchzeri;Cam;sch;+;;KC
971;Carex sempervirens;Car;sem;2a;;KC
971;Gentiana acaulis;Gen;aca;+;;KC
971;Hieracium alpinum s. lat.;Hie;alp;+;;KC
971;Kobresia myosuroides;Kob;myo;2a;;KC
971;Luzula alpino-pilosa;Luz;alp1;+;;KC
971;Persicaria vivipara;Per;viv;+;;KC
971;Phyteuma hemisphaericum;Phy;hem;+;;KC
971;Primula minima;Pri;min;1;;KC
971;Pulsatilla vernalis;Pul;ver;+;;KC
971;Rhinanthus glacialis;Rhi;gla;+;;KC
971;Salix serpyllifolia;Sal;ser;+;;KC
971;Trifolium badium;Tri;bad;2a;;KC
971;Vaccinium gaultherioides;Vac;gau;2a;;KC
971;Vaccinium vitis-idaea;Vac;vit;1;;KC
972;Agrostis alpina;agr;alp;+;;NH
972;Anthoxanthum alpinum;ant;alp;+;;NH
972;Avenella flexuosa;ave;fle;+;;NH
972;Avenula versicolor;ave;ver;1;;NH
972;Carex sempervirens;car;sem;1;;NH
972;Festuca halleri agg.;fes;hal;r;;NH
972;Festuca nigricans;fes;nig;+;;NH
972;Gentiana acaulis;gen;aca;+;;NH
972;Homogyne alpina;hom;alp;1;;NH
972;Minuartia sedoides;min;sed;+;;NH
972;Myosotis alpestris;myo;alp;+;;NH
972;Nardus stricta;nar;str;2a;;NH
972;Persicaria vivipara;per;viv;+;;NH
972;Phyteuma hemisphaericum;phy;hem;r;;NH
972;Poa alpina;poa;alp;1;;NH
972;Potentilla aurea;pot;aur;3;;NH
972;Pulsatilla alpina subsp. apiifolia;pul;alp;1;;NH
972;Ranunculus villarsii;ran;vil;1;;NH
972;Rhinanthus glacialis;rhi;gla;+;;NH
972;Salix herbacea;sal;her;1;;NH
972;Scorzoneroides helvetica;sco;hel;2a;;NH
972;Solidago virgaurea subsp. minuta;sol;vir;r;;NH
972;Thymus praecox subsp. polytrichus;thy;pra;+;;NH
972;Trifolium pallescens;tri;pal;2a;;NH
972;Veronica bellidioides;ver;bel;r;;NH
973;Agrostis rupestris;agr;rup;+;;NH
973;Alchemilla vulgaris agg.;alc;spe;+;;NH
973;Androsace alpina;and;alp;r;;NH
973;Cardamine resedifolia;car;res;r;;NH
973;Festuca halleri agg.;fes;hal;+;;NH
973;Linaria alpina subsp alpina;lin;alp;+;;NH
973;Minuartia sedoides;min;sed;+;;NH
973;Poa alpina;poa;alp;+;;NH
973;Saxifraga bryoides;sax;bry;+;;NH
973;Sedum alpestre;sed;alp;+;;NH
973;Silene acaulis subsp. exscapa;sil;aca;+;;NH
510;Trifolium badium;tri;bad;1;;JH, MP
510;Geum reptans;geu;rep;1;;JH, MP
510;Taraxacum sp.;tar;spe;+;;JH, MP
510;Cirsium spinosissimum;cir;spi;+;;JH, MP
510;Euphrasia minima;eup;min;+;;JH, MP
510;Gnaphalium supinum;gna;sup;1;;JH, MP
510;Veronica alpina;ver;alp;+;;JH, MP
510;Leucanthemopsis alpina;leu;alp;+;;JH, MP
510;Agrostis rupestris;agr;rup;1;;JH, MP
510;Poa alpina;poa;alp;1;;JH, MP
510;Salix herbacea;sal;her;+;;JH, MP
510;Sagina saginoides;sag;sag;+;;JH, MP
510;Phleum alpinum agg.;phl;alp;1;;JH, MP
510;Salix herbacea;sal;her;+;;JH, MP
510;Epilobium sp.;epi;spe;+;;JH, MP
510;Saxifraga bryoides;sax;bry;+;;JH, MP
706;Anthoxanthum alpinum;ant;alp;1;;NH
706;Avenula versicolor;ave;ver;1;;NH
706;Carex sempervirens;car;sem;+;;NH
706;Kobresia myosuroides;kob;myo;+;;NH
706;Agrostis alpina;agr;alp;+;;NH
706;Luzula alpina;luz;alp;+;;NH
706;Nardus stricta;nar;str;+;;NH
706;Vaccinium myrtillus;vac;myr;2a;;NH
706;Vaccinium vitis-idaea;vac;vit;2a;;NH
706;Scorzoneroides helvetica;sco;hel;2a;;NH
706;Homogyne alpina;hom;alp;2a;;NH
706;Potentilla aurea;pot;aur;3;;NH
706;Persicaria vivipara;per;viv;+;;NH
706;Luzula lutea;luz;lut;r;;NH
706;Alchemilla vulgaris agg.;alc;vul;+;;NH
706;Lotus corniculatus;lot;cor;+;;NH
706;Selaginella selaginoides;sel;sel;+;;NH
706;Gentiana acaulis;gen;aca;+;;NH
706;Thesium alpinum;the;alp;+;;NH
706;Avenella flexuosa;ave;fle;+;;NH
706;Pulsatilla vernalis;pul;ver;r;;NH
404;Avenula versicolor;ave;ver;1;;NH
404;Anthoxanthum alpinum;ant;alp;+;;NH
404;Festuca halleri agg.;fes;hal;+;;NH
404;Juncus trifidus;jun;tri;+;;NH
404;Nardus stricta;nar;str;1;;NH
404;Carex sempervirens;car;sem;1;;NH
404;Vaccinium myrtillus;vac;myr;2a;;NH
404;Vaccinium vitis-idaea;vac;vit;2a;;NH
404;Vaccinium gaultherioides;vac;gau;2a;;NH
404;Potentilla aurea;pot;aur;2a;;NH
404;Agrostis alpina;agr;alp;+;;NH
404;Homogyne alpina;hom;alp;1;;NH
404;Scorzoneroides helvetica;sco;hel;1;;NH
404;Persicaria vivipara;per;viv;+;;NH
404;Lotus corniculatus;lot;cor;+;;NH
404;Geum montanum;geu;mon;1;;NH
404;Kobresia myosuroides;kob;myo;+;;NH
404;Campanula barbata subsp. barbata;cam;bar;+;;NH
404;Pulsatilla vernalis;pul;ver;+;;NH
404;Luzula lutea;luz;lut;+;;NH
404;Helianthemum nummularium subsp. grandiflorum;hel;num;+;;NH
404;Campanula scheuchzeri;cam;sch;+;;NH
404;Myosotis alpestris;myo;alp;r;;NH
404;Thymus praecox subsp. polytrichus;thy;pra;r;;NH
404;Phyteuma hemisphaericum;phy;hem;r;;NH
375;Avenula versicolor;ave;ver;1;;NH
375;Agrostis alpina;agr;alp;1;;NH
375;Carex sempervirens;car;sem;1;;NH
375;Juncus trifidus;jun;tri;1;;NH
375;Festuca halleri agg.;fes;hal;+;;NH
375;Nardus stricta;nar;str;1;;NH
375;Anthoxanthum alpinum;ant;alp;+;;NH
375;Vaccinium vitis-idaea;vac;vit;2b;;NH
375;Scorzoneroides helvetica;sco;hel;1;;NH
375;Campanula barbata subsp. barbata;cam;bar;1;;NH
375;Arnica montana;arn;mon;1;;NH
375;Pulsatilla vernalis;pul;ver;+;;NH
375;Potentilla aurea;pot;aur;2a;;NH
375;Gentiana acaulis;gen;aca;+;;NH
375;Geum montanum;geu;mon;+;;NH
375;Leucanthemopsis alpina;leu;alp;+;;NH
375;Antennaria dioica;ant;dio;2a;;NH
375;Euphrasia minima;eup;min;+;;NH
375;Phyteuma hemisphaericum;phy;hem;+;;NH
375;Veronica bellidioides;ver;bel;r;;NH
375;Hieracium glanduliferum;hie;gla;r;;NH
375;Lotus corniculatus;lot;cor;+;;NH
688;Anthoxanthum alpinum;ant;alp;1;;NH
688;Festuca halleri agg.;fes;hal;+;;NH
688;Agrostis alpina;agr;alp;1;;NH
688;Avenula versicolor;ave;ver;+;;NH
688;Carex sempervirens;car;sem;2a;;NH
688;Kobresia myosuroides;kob;myo;2a;;NH
688;Luzula alpina;luz;alp;+;;NH
688;Juncus trifidus;jun;tri;+;;NH
688;Vaccinium vitis-idaea;vac;vit;2b;;NH
688;Helianthemum nummularium subsp. grandiflorum;hel;num;1;;NH
688;Vaccinium gaultherioides;vac;gau;+;;NH
688;Gentiana acaulis;gen;aca;1;;NH
688;Scorzoneroides helvetica;sco;hel;2a;;NH
688;Persicaria vivipara;per;viv;+;;NH
688;Pulsatilla vernalis;pul;ver;1;;NH
688;Potentilla aurea;pot;aur;1;;NH
688;Antennaria dioica;ant;dio;+;;NH
688;Hieracium glanduliferum;hie;gla;r;;NH
688;Phyteuma hemisphaericum;phy;hem;+;;NH
669;Nardus stricta;nar;str;1;;NH
669;Avenula versicolor;ave;ver;+;;NH
669;Anthoxanthum alpinum;ant;alp;+;;NH
669;Agrostis rupestris;agr;rup;+;;NH
669;Juncus trifidus;jun;tri;+;;NH
669;Carex curvula subsp. curvula;car;cur;+;;NH
669;Vaccinium gaultherioides;vac;gau;2b;;NH
669;Vaccinium myrtillus;vac;myr;1;;NH
669;Luzula lutea;luz;lut;+;;NH
669;Soldanella pusilla;sol;pus;2a;;NH
669;Senecio incanus subsp. carniolicus;sen;inc;+;;NH
669;Gnaphalium supinum;gna;sup;1;;NH
669;Homogyne alpina;hom;alp;2a;;NH
669;Leucanthemopsis alpina;leu;alp;+;;NH
669;Phyteuma hemisphaericum;phy;hem;+;;NH
669;Mutellina adonidifolia;mut;ado;+;;NH
669;Euphrasia minima;eup;min;r;;NH
669;Gentiana acaulis;gen;aca;+;;NH
929;Avenula versicolor;ave;ver;1;;NH
929;Carex curvula subsp. curvula;car;cur;1;;NH
929;Juncus trifidus;jun;tri;+;;NH
929;Nardus stricta;nar;str;+;;NH
929;Agrostis rupestris;agr;rup;+;;NH
929;Vaccinium gaultherioides;vac;gau;2b;;NH
929;Vaccinium myrtillus;vac;myr;1;;NH
929;Luzula lutea;luz;lut;+;;NH
929;Homogyne alpina;hom;alp;1;;NH
929;Leucanthemopsis alpina;leu;alp;+;;NH
929;Scorzoneroides helvetica;sco;hel;1;;NH
929;Senecio incanus subsp. carniolicus;sen;inc;+;;NH
929;Campanula barbata subsp. barbata;cam;bar;+;;NH
929;Euphrasia minima;eup;min;+;;NH
929;Primula minima;pri;min;+;;NH
929;Agrostis alpina;agr;alp;+;;NH
929;Phyteuma hemisphaericum;phy;hem;+;;NH
929;Campanula scheuchzeri;cam;sch;r;;NH
929;Potentilla aurea;pot;aur;r;;NH
929;Festuca halleri agg.;fes;hal;+;;NH
943;Vaccinium gaultherioides;vac;gau;4;;NH
943;Avenula versicolor;ave;ver;1;;NH
943;Carex curvula subsp. curvula;car;cur;1;;NH
943;Juncus trifidus;jun;tri;1;;NH
943;Luzula lutea;luz;lut;1;;NH
943;Carex sempervirens;car;sem;+;;NH
943;Scorzoneroides helvetica;sco;hel;1;;NH
943;Primula hirsuta;pri;hir;r;;NH
943;Homogyne alpina;hom;alp;+;;NH
943;Huperzia selago;hup;sel;+;;NH
943;Euphrasia minima;eup;min;+;;NH
943;Vaccinium vitis-idaea;vac;vit;1;;NH
943;Primula minima;pri;min;r;;NH
943;Hieracium alpinum s. lat.;hie;alp;+;;NH
943;Oreochloa disticha;ore;dis;+;;NH
821;Geum reptans;geu;rep;+;;JH, MP
821;Veronica alpina;ver;alp;+;;JH, MP
509;Hieracium sp.;hie;spe;+;;JH, MP
509;Veronica alpina;ver;alp;+;;JH, MP
509;Gnaphalium supinum;gna;sup;+;;JH, MP
509;Leucanthemopsis alpina;leu;alp;+;;JH, MP
509;Saxifraga bryoides;sax;bry;+;;JH, MP
509;Poa laxa;poa;lax;+;;JH, MP
509;Minuartia sedoides;min;sed;+;;JH, MP
509;Euphrasia minima;eup;min;+;;JH, MP
509;Campanula scheuchzeri;cam;sch;+;;JH, MP
